Date,"Resolution Numbers","Minutes Item","Resolution Letter",Action,Category,Type,Description,"Street Name","From Address","To Address","Cross Street",Side,"From Feet","To Feet",Hour,"Start Time","End Time",Day,Permits,"Week 1","Week 2","Week 3","Week 4","Week 5","Order Number","Project Id","Project Name","Project Status","Project Update","Project Link",PDF,Video,MP3
2013-03-05,13-026,10.1,M,ESTABLISH,Pedestrian,CROSSWALK,"Augusta and Waterville intersection, eastside crossing","Augusta Street",,,,,,,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,I,ESTABLISH,Traffic,"ONE-WAY WESTBOUND ","Augusta Street., from Silver Avenue. to Waterville Street","Augusta Street",,,"Silver Avenue",,,,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,H,ESTABLISH,Parking,"NO PARKING ANY TIME","Bush Street, north side, between Kearny and Belden Street","Bush Street",380,398,,North,,,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,L,ESTABLISH,Parking,"NO PARKING ANY TIME","Augusta Street, south side, from Waterville Street. to Silver Avenue","Augusta Street",1,3,"Waterville Street",South,,,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,L,ESTABLISH,Parking,"NO PARKING ANY TIME","Waterville Street, east side, from Silver Avenue to Augusta Street","Waterville Street",100,100,"Silver Avenue",East,,,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,G,ESTABLISH,Parking,"METERED PARKING ","Bush Street, north side, between Kearny and Sansome Streets","Bush Street",200,398,,North,,,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,N,ESTABLISH,Parking,"NO PARKING ANY TIME","Claremont Boulevard, west side, from 13 feet to 24 feet north of Granville Way","Claremont Boulevard",90,96,,West,13,24,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,D,ESTABLISH,Parking,"RED ZONE","Fulton Street, north side, from 15th Avenue to 31.5 feet easterly","Fulton Street",101,111,"15th Avenue",North,,31.5,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,C,ESTABLISH,Traffic,"STOP SIGN","Stopping eastbound Bay Street. at Baker Street","Bay Street",1,1,,Eastbound,,,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,E,ESTABLISH,Traffic,"STOP SIGN","Stopping 17th Street at Missouri Street","17th Street",2201,2198,,,,,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,B,ESTABLISH,Parking,"TOW AWAY NO PARKING","Faxon Avenue, west side, from Ocean Avenue to 95 feet northerly","Faxon Avenue",601,613,"Ocean Avenue",West,,95,,"7:00 AM","6:00 PM","EXCEPT SUNDAY",,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,F,ESTABLISH,Parking,"TOW AWAY NO PARKING","Quesada Avenue, north side, from 3rd Street to 130 feet easterly","Quesada Avenue",1700,1738,,North,,130,,"12:01 AM","6:00 AM",EVERYDAY,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,F,ESTABLISH,Parking,"TOW AWAY NO PARKING","Quesada Avenue, south side, from 3rd Street to 113 feet easterly","Quesada Avenue",1674,1698,,South,,113,,"12:01 AM","6:00 AM",EVERYDAY,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-03-05,13-026,10.1,A,ESTABLISH,Traffic,"NO TURN ON RED","Oak Street at Broderick Street","Oak Street",,,,,,,,,,,,,,,,,,,,,,,3-5-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=16976,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a87e977e-a4b2-4fbb-a42f-e411cf846d24.mp3
2013-04-02,13-036,10.1,A,ESTABLISH,Traffic,"NO TURN ON RED","Oak Street at Divisadero Street","Oak Street",,,"Divisadero Street",,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,X,ESTABLISH,Traffic,"VEHICLES OVER 3 TONS PROHIBITED","Hyde Street, northbound, between Beach Street and Jefferson Street","Hyde Street",766,770,,Northbound,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,U,ESTABLISH,Parking,"TOW AWAY NO PARKING","Hyde Street, east side, from Jefferson Street to 23 feet southerly.","Hyde Street",495,499,,East,,23,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,O,REVOKE,Traffic,"RIGHT TURN ONLY","Broderick Street., northbound at Haight Street","Broderick Street",,,,Northbound,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,Q,RESCIND,Traffic,"RIGHT TURN ONLY","Waller Street, eastbound, at Divisadero and Castro Streets","Waller Street",,,,Eastbound,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,R,RESCIND,Traffic,"RIGHT TURN ONLY","Hyde Street, northbound, at Beach Street","Hyde Street",,,,Northbound,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,N,ESTABLISH,Traffic,"NO LEFT TURN","Geary Boulevard, westbound, at 7th Avenue","Geary Boulevard",,,,Westbound,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,T,establish,traffic,"no left turn","Hyde Street, northbound, at Beach Street","Hyde Street",,,"Beach Street",Northbound,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,W,ESTABLISH,Transit,"BLUE ZONE","Beach Street, north side, from 6 to 28 feet west of Leavenworth Street Jones Street, east side, from 5 feet to 25 feet north of Beach Street","Beach Street",202,202,,North,6,28,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,W,ESTABLISH,Transit,"BLUE ZONE","Leavenworth Street, west side, from 5 to 25 feet south of Jefferson Street","Leavenworth Street",901,901,"Jefferson Street",West,5,25,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,L,ESTABLISH,Pedestrian,"MARKED CROSSWALK","Irving Street and Sunset Boulevard, east crosswalk","Irving Street ",,,,East,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,M,"REMOVE ",Pedestrian,"MARKED CROSSWALK","36th Avenue and Irving Street, west crosswalk","36th Avenue ",,,,West,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,B,ESTABLISH,Parking,"NO PARKING ANY TIME","Phelps Street, west side, at Newcomb Avenue, between the northern and southern crosswalks","Phelps Street",1298,1300,"Newcomb Avenue",West,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,C,ESTABLISH,Parking,"NO PARKING ANY TIME","Sansome Street, west side, from Broadway to 26 feet southerly.","Sansome Street",893,899,Broadway,West,,26,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,I,ESTABLISH,Parking,"PERPENDICULAR PARKING","Minnesota Street, east side, between 18th Street and Mariposa Street","Minnesota Street",,,,East,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,J,ESTABLISH,Parking,"PERPENDICULAR PARKING","Florida Street, 500 block, east side, from 18th Street to Mariposa Street.","Florida Street",500,598,"18th Street",East,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,E,ESTABLISH,Parking,"TOW AWAY NO PARKING","Plymouth Avenue, west side, from San Ramon Way to 50 feet southerly","Plymouth Avenue",1281,1299,"San Ramon Way",West,,50,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,E,ESTABLISH,Parking,"TOW AWAY NO PARKING","Southwood Drive, east side, from San Ramon Way to 50 feet southerly","Southwood Drive",1,21,"San Ramon Way",East,,50,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,D,ESTABLISH,Parking,"RED ZONE","Mission Street, east side, from Brazil Avenue to 28 feet northerly","Mission Street",601,603,"Brazil Avenue",East,,28,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,E,ESTABLISH,Parking,"TOW AWAY NO PARKING","Southwood Drive, north side, from Plymouth Avenue to 27 feet easterly","Southwood Drive",2,16,"San Ramon Way",North,,27,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,D,ESTABLISH,Parking,"RED ZONE","Mission Street, west side, from Norton Street to 33 feet northerly","Mission Street",590,598,"Norton Street",West,,33,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,F,ESTABLISH,Parking,"RED ZONE","Roosevelt Way, north side, from Park Hill Avenue to 25 feet easterly","Roosevelt Way",541,545,"Park Hill Avenue",North,,25,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,K,ESTABLISH,Traffic,"NO RIGHT TURN ON RED","Southbound Elk Street, at Bosworth Street","Elk Street",,,"Bosworth Street",Southbound,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,S,ESTABLISH,Traffic,"TWO WAY","Hyde Street between Beach Street and Jefferson Street","Hyde Street",901,999,,,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,G,ESTABLISH,Traffic,"STOP SIGN","Stopping Stillman Street at 3rd Street","Stillman Street",1,1,,,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,H,ESTABLISH,Traffic,"STOP SIGN","Stopping 18th Street at Florida Street","18th Street",98,98,,,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,P,ESTABLISH,Traffic,"STOP SIGN","Haight Street at Broderick Street","Haight Street",1598,1598,,,,,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,V,ESTABLISH,Parking,"TOW AWAY NO PARKING","Hyde Street, west side, from Jefferson Street to 20 feet southerly","Hyde Street",2340,2380,,West,,20,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-04-02,13-036,10.1,V,ESTABLISH,Parking,"TOW AWAY NO PARKING","Hyde Street, east side, from Beach Street to 161 feet northerly","Hyde Street",821,877,,East,,161,,,,,,,,,,,,,,,,,4-2-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17193,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_13ff2866-0553-4c73-a9e0-3ef6aa078c8d.mp3
2013-05-07,13-049,10.1,D,ESTABLISH,Parking,"TOW AWAY NO PARKING","15th Street, south side, from 186 feet to 235 feet east of Buena Vista Terrace","15th Street",2481,2489,"Buena Vista Terrace",South,186,235,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,H,ESTABLISH,Parking,"TOW AWAY NO PARKING","Holloway Avenue, south side, from Junipero Sena Boulevard to Vernon Street","Holloway Avenue",1201,1399,,South,,,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,H,ESTABLISH,Parking,"TOW AWAY NO PARKING","Elolioway Avenue, north side, from Ashton Way to Vernon Street","Holloway Avenue",,,,North,,,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,F,establish,bicycle,"bicycle lane","Holloway Avenue, eastbound, Beverly Street to Vernon Street ","Holloway Avenue",,,,Easttbound,,,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,F,establish,bicycle,"bicycle lane","Holloway Avenue, westbound, Ashton Street to Vernon Street","Holloway Avenue",,,,Westbound,,,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,G,"RESCIND ",Parking,"NO PARKING","Holloway Avenue, north side, Ashton Avenue to Lunado Way.","Holloway Avenue",902,1398,,North,,,,"9:00 AM","6:00 PM",,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,B,ESTABLISH,Parking,"NO PARKING ANY TIME","15th Street, north side, from Buena Vista Terrace to 79 feet easterly","15th Street",2484,2498,"Buena Vista Terrace",North,,79,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,B,ESTABLISH,Parking,"NO PARKING ANY TIME","15th Street, south side, from Buena Vista Terrace, 54 feet to 80 feet easterly","15th Street",2471,2481,"Buena Vista Terrace",South,54,80,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,E,ESTABLISH,Parking,"NO PARKING ANY TIME","Hudson Avenue, south side, from Newhall Street to 48 feet westerly.","Hudson Avenue",1589,1599,"Newhall Street",South,,48,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,C,ESTABLISH,Parking,"90 DEGREE PARKING","15th Street, south side, from 80 feet to 186 feet east of Buena Vista Terrace.","15th Street",101,299,"Buena Vista Terrace",South,80,186,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,A,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","Ocean Avenue, 3800 block, both sides, between Sylvan and Middlefield Drives","Ocean Avenue",3800,3898,,,,,2,"8:00 AM","4:00 PM","MONDAY THROUGH FRIDAY",DD,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,A,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","Ocean Avenue, 3800 block, both sides, between Sylvan and Middlefield Drives","Ocean Avenue",3801,3899,,,,,2,"8:00 AM","4:00 PM","MONDAY THROUGH FRIDAY",DD,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-07,13-049,10.1,I,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","Holloway Avenue, north side, from Lunado Way to Vernon Street","Holloway Avenue",1150,1398,,North,,,,,,,,,,,,,,,,,,,5-7-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17442,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_98ef2c00-d66c-4ef2-b300-4b080843dcb2.mp3
2013-05-21,13-056,10.2,T,ESTABLISH,Traffic,"RIGHT LANE MUST TURN RIGHT","Paul Avenue at Bayshore Boulevard, westbound","Paul Avenue",,,"Bay Shore Boulevard",Westbound,,,,,,,,,,,,,,,,,,,5-21-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17585,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_c565da4d-92ce-45bb-a3d8-3dfdfaeb7e98.mp3
2013-05-21,13-056,10.2,S,ESTABLISH,Bicycle,"CLASS II BIKEWAY","Bayshore Boulevard, northbound, Paul Avenue to Silver Avenue","Bay Shore Boulevard",,,,Northbound,,,,,,,,,,,,,,,,,,,5-21-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17585,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_c565da4d-92ce-45bb-a3d8-3dfdfaeb7e98.mp3
2013-05-21,13-056,10.2,S,ESTABLISH,Bicycle,"CLASS II BIKEWAY","Bayshore Boulevard, southbound, Silver Avenue to Paul Avenue","Bay Shore Boulevard",,,,Southbound,,,,,,,,,,,,,,,,,,,5-21-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17585,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_c565da4d-92ce-45bb-a3d8-3dfdfaeb7e98.mp3
2013-05-21,13-056,10.2,M,ESTABLISH,Parking,"TOW AWAY NO PARKING","Hyde Street, east side, from McAllister Street to Fulton Street","Hyde Street",200,398,,East,,,,,,,,,,,,,,,,,,,5-21-13-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=17585,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_c565da4d-92ce-45bb-a3d8-3dfdfaeb7e98.mp3
